studyid,prev_ts,next_ts,fw_start,fw_end,sample,mipid,weightavailable,unique_mip,respondents,mipd1,mipd2,mipd3,mipd4,mipd5,mipd6,mipd7,mipd8,mipd9,mipd10,mipd11,mipd12,mipd13,mipd14,mipd15,mipds101,mipds102,mipds103,mipds105,mipds109,mipds110,mipds203,mipds204,mipds207,mipds308,mipds309,mipds401,mipds404,mipds503,mipds509,mipds601,mipds602,mipds603,mipds605,mipds610,mipds804,mipds901,mipds1001,mipds1011,mipds1012,mipde101,mipde102,mipde103,mipde105,mipde108,mipde109,mipde110,mipde501,mipde502,mipde504,mipdfp506,mipdfp601,mipdfp602,mipdfp603,mipdfp604,mipdfp605,mipdfp606,mipdfp608,mipdfp610,mipdfp701,mipdfp702,mipdsp201,mipdsp202,mipdsp203,mipdsp204,mipdsp205,mipdsp207,mipdsp208,mipdsp210,mipdsp211,mipdsp212,mipdsp217,cap1,cap2,cap3,cap4,cap5,cap6,cap7,cap8,cap9,cap10,cap12,cap13,cap14,cap15,cap16,cap17,cap18,cap19,cap20,cap21,cap22,cap23,cap24
"uscbsnyt1996-96006a",03nov1992,05nov1996,31may1996,03jun1996,"National Adults",1,"Yes",57,1200,19.62887,15.36418,1.247308,23.12876,10.238,4.129126,.0639987,1.343556,5.859883,5.249728,1.330001,0,4.946568,.0769151,7.393102,6.300291,8.039423,2.649294,.2537449,2.386119,0,3.470514,1.723274,2.500853,0,1.247308,17.3624,5.374726,4.203458,1.49872,1.951461,.3323683,0,1.737549,.1077478,0,.7251521,2.371494,2.093667,.5230451,6.300291,8.039423,2.649294,.2537449,0,2.386119,0,0,8.406916,.3323683,.3323683,1.951461,.3323683,0,0,1.737549,0,0,.1077478,0,.0639987,.902732,4.273581,3.470514,1.723274,.2276955,2.500853,0,0,0,2.037834,.2276955,28.03579,1.247308,2.40276,0,0,3.470514,.6640701,0,1.49872,.1222476,24.45876,8.010309,2.037834,0,2.402285,0,.0639987,2.059209,5.249728,0,10.80645,.0769151,7.393102
"usnyt1996-96006b",03nov1992,05nov1996,20jun1996,23jun1996,"National Adults",1,"Yes",57,1121,27.16624,18.24232,2.397549,12.89894,9.534531,3.782091,.2881305,.4649337,6.309611,7.305668,1.105452,0,3.669961,.1157874,6.718792,15.0868,7.255892,3.8035,0,1.020053,0,3.997074,3.464577,2.391215,0,2.397549,9.821264,2.859717,4.252467,.9426237,2.73608,.0869744,0,.9318299,.0272074,0,1.245651,2.199069,3.447485,.960093,15.0868,7.255892,3.8035,0,0,1.020053,0,0,8.504933,.0869744,.0869744,2.73608,.0869744,0,0,.9318299,0,0,.0272074,0,.2881305,.3999929,4.264598,3.997074,3.464577,.7647678,2.391215,0,0,0,2.195322,.7647678,35.67117,2.397549,3.878307,0,0,3.997074,.0512034,0,.9426237,0,14.00439,8.585341,2.195322,0,1.105779,0,.2881305,2.763287,7.305668,0,9.979572,.1157874,6.718792
"uspew1996-96007",03nov1992,05nov1996,25jul1996,28jul1996,"National Adults",1,"Yes",27,1216,14.60911,20.30898,1.065723,11.19128,5.63568,9.101625,0,.9343374,11.90576,12.17179,5.089367,0,1.714015,.1771825,6.095153,3.841707,4.94722,3.578749,0,2.241434,0,4.426184,1.815933,2.479053,0,1.065723,5.089367,3.050955,1.87856,0,.2849185,.551443,0,0,0,0,7.937176,3.54121,5.089367,0,3.841707,4.94722,3.578749,0,0,2.241434,0,1.87856,3.75712,0,0,.2849185,.551443,0,5.299334,0,0,2.96593,0,0,0,3.656266,5.002402,4.426184,1.815933,0,2.479053,0,0,0,1.822127,1.107015,20.24479,1.065723,5.314349,0,0,4.426184,.4868765,0,0,0,13.22969,12.24474,1.822127,0,5.850777,0,0,3.250848,12.17179,0,13.61978,.1771825,6.095153
"usaipogns1996-9607017",03nov1992,05nov1996,26jul1996,28jul1996,"National Adults",1,"Yes",36,570,15.11934,27.30112,1.052613,20.64601,7.492868,7.633698,.859423,.8233128,12.59885,5.634998,0,0,.8377568,0,0,5.582638,4.620301,1.081501,.1462463,3.688658,0,6.263316,8.375763,.7107693,0,1.052613,15.37031,5.275702,3.135269,1.222331,1.07789,0,0,0,1.323439,0,1.999302,.5452641,1.635792,1.729679,5.582638,4.620301,1.081501,.1462463,0,3.688658,0,0,6.270538,0,0,1.07789,0,0,2.959232,0,0,2.273138,1.323439,0,.859423,0,10.52974,6.263316,8.375763,0,.7107693,0,.7107693,0,.7107693,0,21.38988,1.052613,8.845196,0,0,6.263316,.35388,0,1.222331,0,20.64601,11.95128,.7107693,0,2.959232,0,.859423,4.674467,5.634998,0,13.43661,0,0
"usnyt1996-96012b",05nov1996,07nov2000,08dec1996,11dec1996,"National Adults",1,"Yes",57,1432,14.12241,19.62511,1.930279,20.15823,8.331884,3.57836,.2766121,.6415642,7.899542,5.464713,1.533925,0,8.320222,0,8.117145,3.301608,6.619347,2.834594,.0241625,1.342697,0,4.990681,2.266076,2.613115,0,1.930279,10.66331,9.077641,3.590441,.8789995,2.727154,.2720031,0,.4916308,.0875717,0,1.10575,2.564406,2.02857,.4892797,3.301608,6.619347,2.834594,.0241625,0,1.342697,0,0,7.180882,.2720031,.2720031,2.727154,.2720031,0,0,.4916308,0,0,.0875717,0,.2766121,1.16881,4.407218,4.990681,2.266076,.9966697,2.613115,0,0,0,2.185871,.9966697,21.30329,1.930279,2.685708,0,0,4.990681,.2219322,0,.8789995,.0650154,21.69216,10.11747,2.185871,0,1.035637,0,.2766121,2.814726,5.464713,0,16.21976,0,8.117145
"usaipocnus1997-9701002",05nov1996,07nov2000,10jan1997,13jan1997,"National Adults",1,"Yes",30,1002,19.34671,18.66861,2.028284,24.49743,6.632929,2.694377,.7130998,.5760807,6.163863,4.975697,0,0,8.468185,.4100574,4.824676,8.444182,7.42604,.5490769,.1080151,2.819395,0,4.635649,4.627648,1.987278,0,2.028284,14.77707,9.720361,2.774889,1.083152,1.670234,0,0,0,0,0,4.109242,.9951393,2.985418,.9951393,8.444182,7.42604,.5490769,.1080151,0,2.819395,0,0,5.549777,0,0,1.670234,0,0,0,0,0,1.024143,0,0,.7130998,0,3.443482,4.635649,4.627648,0,1.987278,0,1.987278,0,1.987278,0,24.89649,2.028284,4.754666,0,0,4.635649,.4490629,0,1.083152,0,24.49743,7.418038,1.987278,0,0,0,.7130998,2.694377,4.975697,0,14.63205,.4100574,4.824676
"usabcwash1997-6459",05nov1996,07nov2000,13jan1997,15jan1997,"National Adults",1,"Yes",56,1203,13.44648,16.39628,3.952863,26.69801,6.622731,1.950124,.0782478,2.004762,7.708756,7.963062,0,0,9.75669,0,3.421992,7.724271,3.011191,.5119834,0,1.635784,0,5.484765,2.931594,1.929662,1.281645,2.56329,15.59829,10.81708,6.429135,.1935958,1.30323,0,.2451989,.2451989,.0782478,0,7.333032,0,.9787719,1.268154,7.724271,3.011191,.5119834,0,.5632492,1.635784,0,0,6.429135,0,0,1.30323,0,.2451989,.0782478,.2451989,0,0,.0782478,0,.0782478,.2077614,1.983177,5.484765,2.931594,0,1.929662,0,1.929662,0,1.929662,0,19.31236,3.952863,4.218635,0,.5632492,5.484765,.939648,0,.1935958,0,26.55163,6.050263,1.929662,0,.5686456,0,.0782478,1.381478,7.963062,0,17.3899,0,3.421992
"uscbsnyt1997-97001c",05nov1996,07nov2000,14jan1997,17jan1997,"National Adults",1,"Yes",76,1307,13.10785,21.46108,2.220702,22.30166,6.803684,4.573341,.5242283,1.623945,11.99574,8.06946,0,0,3.189897,0,4.128413,5.419398,6.073077,.3207953,0,1.294581,0,5.712192,5.411671,1.537415,0,2.069677,12.87274,9.231835,1.59208,.8396682,2.931915,.1086022,.3805221,.7610441,0,0,7.984441,.9356849,1.606578,.7646909,5.419398,6.073077,.3207953,0,0,1.294581,0,1.335627,3.184159,1.444229,.1086022,2.931915,.1086022,.3805221,0,.7610441,0,.3912586,0,.452388,.0718404,.0659493,3.456526,5.712192,5.411671,1.582325,1.537415,.5981345,.7837413,0,1.997989,.3151338,19.5614,2.220702,5.924729,0,0,5.712192,.7518377,0,.8396682,0,22.30166,7.675141,2.063939,.359049,1.35877,0,.5242283,3.323173,8.06946,0,15.18564,0,4.128413
"uscbsnyt1997-97004a",05nov1996,07nov2000,02apr1997,05apr1997,"National Adults",1,"Yes",59,1347,17.10077,18.95726,2.325902,25.03469,6.999645,3.812943,.2420186,.9428331,8.763151,7.419725,1.753942,0,.3337778,0,6.313344,6.668948,7.128858,1.218779,.1559015,1.928279,0,5.635024,3.33956,1.861427,0,2.325902,14.21916,10.4071,2.967363,.9193737,2.938521,.1455452,.0517445,.6771324,0,0,5.623369,2.849323,2.266252,1.045208,6.668948,7.128858,1.218779,.1559015,0,1.928279,0,0,5.934726,.1455452,.1455452,2.938521,.1455452,.0517445,0,.6771324,0,0,0,0,.2420186,1.298511,4.113722,5.635024,3.33956,.8018536,1.861427,0,0,0,1.652593,.2545649,23.03549,2.325902,3.544162,0,0,5.635024,.7382309,0,.9193737,0,26.78864,8.330079,1.652593,0,1.019967,0,.2420186,2.938521,7.419725,0,9.09693,0,6.313344
"usabcwash1997-6605",05nov1996,07nov2000,05jun1997,08jun1997,"National Adults",1,"Yes",48,1133,12.2861,14.68533,2.939787,27.55853,4.14477,2.09637,.2240997,1.108327,13.17606,8.74633,0,0,9.405026,1.510704,2.118565,7.395289,2.033364,.1675378,0,2.353405,0,5.486504,2.088136,1.744827,.9799289,1.959858,15.71275,11.3446,3.995131,.1496384,1.439822,0,0,0,.2863894,.0852008,12.55316,0,1.598768,.6357843,7.395289,2.033364,.1675378,0,.3365075,2.353405,0,0,3.995131,0,0,1.439822,0,0,.3701582,0,0,0,.2863894,0,.2240997,.3998711,1.476337,5.486504,2.088136,0,1.744827,0,1.744827,0,1.744827,0,15.94473,2.939787,2.540632,0,.3365075,5.486504,.80547,.0852008,.1496384,0,27.47762,5.365862,1.744827,0,.3701582,0,.2240997,1.726212,8.74633,0,22.42715,1.510704,2.118565
"uscbs1997-97006b",05nov1996,07nov2000,10jun1997,11jun1997,"National Adults",1,"Yes",60,1021,14.76429,20.90829,3.272586,22.80787,7.133126,2.276304,.5949087,1.439475,12.69083,4.856234,1.41081,0,.5998059,.1471111,7.098356,5.755649,6.287776,.6002956,.2401574,1.880417,0,5.179643,3.813625,2.849813,0,3.272586,11.58782,10.81296,3.039284,.9994153,1.300102,.0551422,0,.4316369,.4894236,0,9.838325,1.846969,1.516704,.7462804,5.755649,6.287776,.6002956,.2401574,0,1.880417,0,0,6.078568,.0551422,.0551422,1.300102,.0551422,0,0,.4316369,0,0,.4894236,0,.5949087,.7423136,4.141736,5.179643,3.813625,.8461337,2.849813,0,0,0,2.763818,.5712064,20.84286,3.272586,4.048788,0,0,5.179643,.6870735,0,.9994153,0,24.21868,9.151202,2.763818,.5172395,.5419213,0,.5949087,1.789525,4.856234,0,13.29064,.1471111,7.098356
"uscbs1997-97008a",05nov1996,07nov2000,05aug1997,06aug1997,"National Adults",1,"Yes",61,971,16.01264,21.45125,2.771006,24.55652,7.771094,2.506635,.4147343,1.077671,8.556174,5.037678,1.265556,0,.3427455,0,8.236293,5.380218,6.981997,.9923964,.0851714,2.572857,0,4.365164,3.51345,3.227863,0,2.771006,14.37128,9.747956,3.449545,.8074292,1.651728,.0645737,0,.2886765,0,0,4.772998,2.077276,1.110627,.8023828,5.380218,6.981997,.9923964,.0851714,0,2.572857,0,0,6.899091,.0645737,.0645737,1.651728,.0645737,0,.5016566,.2886765,0,0,0,0,.4147343,1.724335,4.689166,4.365164,3.51345,.8123726,3.227863,0,0,0,2.980691,.1382104,22.91173,2.771006,3.51345,0,0,4.365164,1.077671,0,.8074292,0,25.82208,10.59195,2.980691,0,.9194806,0,.4147343,1.651728,5.037678,0,8.89892,0,8.236293
"usaipocnus1997-9708019",05nov1996,07nov2000,22aug1997,25aug1997,"National Adults",1,"Yes",34,1014,17.56553,20.1246,1.724121,22.48159,5.967884,1.662017,.1163215,1.911418,11.60652,6.271502,1.312067,0,4.727778,.7186302,3.810021,7.382471,8.12476,.399239,0,1.65906,0,6.177854,4.72975,1.450075,0,1.724121,12.74706,9.311633,1.859665,2.248553,.8270655,0,0,0,0,0,4.953849,1.2543,3.762901,1.2543,7.382471,8.12476,.399239,0,0,1.65906,0,0,3.71933,0,0,.8270655,0,0,0,0,0,.8349516,0,0,.1163215,0,4.457676,6.177854,4.72975,0,1.450075,.4090967,1.450075,0,1.450075,0,21.69396,1.724121,5.317272,0,0,6.177854,1.323896,0,2.248553,0,25.10572,7.357827,1.450075,0,0,0,.1163215,1.662017,6.271502,0,15.02223,.7186302,3.810021
"uslat1997-398",05nov1996,07nov2000,06sep1997,09sep1997,"National Adults",1,"Yes",49,1223,16.7675,18.37641,3.103704,25.83828,6.49481,1.294247,.2646449,2.206711,13.04463,4.634928,2.783724,0,5.190413,0,0,8.154878,4.67381,1.905803,0,1.454606,0,5.154477,3.407231,2.873194,0,3.103704,15.53211,10.28366,4.36439,.9049333,.3720418,0,0,.2392282,0,0,7.392048,1.021335,.5819241,1.201994,8.154878,4.67381,1.905803,0,0,1.454606,0,0,4.36439,1.225487,.4553726,.3720418,0,0,.0515701,.2392282,.2392282,.3921787,0,0,.2646449,0,2.019749,5.154477,3.407231,1.11105,2.873194,.9375125,0,0,2.873194,0,22.26111,3.103704,3.917776,0,0,5.154477,1.696167,0,.9049333,0,28.62201,6.003993,2.873194,.5784042,.9853991,0,.2646449,.7642205,4.634928,0,18.23504,0,0
"uspew1997-97011nii",05nov1996,07nov2000,12nov1997,16nov1997,"National Adults",1,"Yes",27,559,17.3253,18.37063,.6079053,11.54743,5.233307,11.25082,0,.8349342,10.03085,9.219758,4.39976,0,2.227877,.8740197,8.077406,4.302739,6.457434,3.994628,0,2.5705,0,5.445367,2.778817,3.174247,0,.6079053,4.39976,3.573834,1.744436,0,9.570973,.2785886,0,0,0,0,6.687235,2.409999,4.39976,0,4.302739,6.457434,3.994628,0,0,2.5705,0,1.744436,3.488872,0,0,9.570973,.2785886,0,.0831608,0,0,1.318098,0,0,0,1.762177,1.239096,5.445367,2.778817,0,3.174247,0,0,0,2.56551,1.405417,22.55861,.6079053,6.352652,0,0,5.445367,.8349342,0,0,0,12.37335,7.580936,2.56551,0,.3617494,0,0,10.88907,9.219758,0,12.25873,.8740197,8.077406
"uscbsnyt1997-97011b",05nov1996,07nov2000,23nov1997,24nov1997,"National Adults",1,"Yes",61,953,14.88542,21.07466,2.821572,13.7164,4.336553,10.5651,.6418577,1.30722,11.17978,5.539472,1.229222,0,.7181419,.1402916,11.84431,4.28052,7.400303,.8871143,.0894005,2.228087,0,6.146178,3.174766,3.225465,0,2.821572,7.365991,5.388583,1.612934,.9158303,3.375813,.1948553,0,1.712775,2.538785,0,5.182185,1.95338,2.124206,.9416431,4.28052,7.400303,.8871143,.0894005,0,2.228087,0,0,3.225867,.1948553,.1948553,3.375813,.1948553,0,.2040891,1.712775,0,0,5.077569,0,.6418577,1.225689,3.397323,6.146178,3.174766,.6742811,3.225465,0,0,0,3.064642,.1663143,18.11129,2.821572,3.408865,0,0,6.146178,1.073121,0,.9158303,0,14.94562,8.689073,3.064642,0,2.306574,0,.6418577,8.453382,5.539472,0,11.89792,.1402916,11.84431
"usaipocnus1997-9712032",05nov1996,07nov2000,18dec1997,21dec1997,"National Adults",1,"Yes",30,991,15.16684,24.81599,2.93301,15.47478,5.395527,9.015094,.8824272,2.401938,7.867131,3.83765,1.38321,0,7.41784,1.004594,2.403958,7.896411,4.668585,.4492907,0,2.152557,0,6.927155,5.081529,3.102967,0,2.93301,9.33717,6.137614,1.682569,2.03039,7.286587,0,0,0,0,0,5.244754,.7675299,2.30259,.7675299,7.896411,4.668585,.4492907,0,0,2.152557,0,0,3.365137,0,0,7.286587,0,0,0,0,0,1.728507,0,0,.8824272,0,3.49841,6.927155,5.081529,0,3.102967,0,3.102967,0,3.102967,0,18.53198,2.93301,5.453077,0,0,6.927155,2.03039,0,2.03039,0,16.85799,9.704344,3.102967,0,0,0,.8824272,9.015094,3.83765,0,15.28497,1.004594,2.403958
"uscbsnyt1998-98001a",05nov1996,07nov2000,10jan1998,12jan1998,"National Adults",1,"Yes",61,1101,12.63864,28.94825,3.948458,16.90216,6.195955,5.833718,.425547,1.599639,10.88338,4.237758,1.062005,0,.1223504,.1392452,7.062899,4.663214,4.762493,.7313171,0,2.481616,0,8.550543,7.023569,3.810727,0,3.948458,9.031194,7.643133,2.477528,1.13349,2.952942,.1074086,0,1.17173,.8008186,0,5.339184,1.710953,1.201932,.6624363,4.663214,4.762493,.7313171,0,0,2.481616,0,0,4.955056,.1074086,.1074086,2.952942,.1074086,0,0,1.17173,0,0,1.601637,0,.425547,1.26456,2.821417,8.550543,7.023569,1.284453,3.810727,0,0,0,3.689951,.5030265,17.59369,3.948458,7.023569,0,0,8.550543,1.599639,0,1.13349,0,17.96417,9.684184,3.689951,0,1.386547,0,.425547,4.554579,4.237758,0,11.00573,.1392452,7.062899
"uslat1998-405",05nov1996,07nov2000,23jan1998,24jan1998,"National Adults",1,"Yes",53,1133,17.38687,18.15442,2.789432,17.37481,5.028376,6.883858,1.562852,1.55478,15.3908,6.270923,1.592656,0,3.734027,2.276199,0,8.024929,5.219796,1.355288,0,1.814147,0,4.751801,5.305128,2.467442,0,2.789432,8.957815,8.416995,3.787337,.4892838,2.284271,0,0,.53501,1.213851,0,9.570395,.8494166,1.575093,.8432074,8.024929,5.219796,1.355288,0,0,1.814147,0,0,3.787337,.751755,.3837277,2.284271,0,0,.1156683,.53501,.53501,1.22321,2.190689,.1160231,1.446829,0,1.830645,4.751801,5.305128,.9166532,2.467442,.4153058,0,0,2.467442,0,20.98483,2.789432,5.512959,0,0,4.751801,1.34695,0,.4892838,0,18.96747,5.21474,2.467442,.9727133,1.569416,0,1.446829,5.814193,6.270923,0,19.12482,2.276199,0
"uscbsnyt1998-98001e",05nov1996,07nov2000,24jan1998,25jan1998,"National Adults",1,"Yes",61,943,11.22739,21.28597,3.37124,14.09189,4.819853,11.57527,.1685037,1.73668,12.08009,10.23005,.9875512,0,.5907704,0,7.834733,4.23624,4.405698,1.138275,0,1.447181,0,4.784169,3.881311,3.450773,0,3.37124,8.88736,5.048748,1.99951,.6637285,4.07219,.157104,.1700944,2.643143,2.25216,0,8.382449,2.491235,2.297705,2.677979,4.23624,4.405698,1.138275,0,0,1.447181,0,0,3.99902,.157104,.157104,4.07219,.157104,.1700944,.0284198,2.643143,0,0,4.504319,0,.1685037,2.488001,2.377609,4.784169,3.881311,.7333994,3.450773,0,0,0,3.076438,.4942704,15.22641,3.37124,4.126909,0,0,4.784169,1.491083,0,.6637285,.0586423,15.07944,9.485412,3.076438,0,3.155865,0,.1685037,8.576509,10.23005,0,12.67086,0,7.834733
"uscbsnyt1998-98002d",05nov1996,07nov2000,19feb1998,21feb1998,"National Adults",1,"Yes",60,1153,7.759594,16.64818,2.254078,16.89863,2.61948,20.39234,.0751966,1.431945,16.00075,5.742526,.8894945,0,.6737342,.0773649,8.536684,1.810964,3.930781,.7005633,0,1.317286,0,4.213267,3.961051,2.556223,0,2.254078,8.057981,8.324971,.9003649,.4907297,1.8493,.3280204,0,4.161314,6.944891,0,10.6853,2.008626,1.751813,.6795163,1.810964,3.930781,.7005633,0,0,1.317286,0,0,1.80073,.3280204,.3280204,1.8493,.3280204,0,.1639235,4.161314,0,0,13.88978,0,.0751966,.8312395,1.091869,4.213267,3.961051,.9449452,2.556223,0,0,0,2.305683,.7439004,9.560324,2.254078,4.428536,0,0,4.213267,.9644598,0,.4907297,.0647888,17.78813,6.103388,2.305683,0,4.981279,0,.0751966,15.73908,5.742526,0,16.67449,.0773649,8.536684
"usaipocnus1998-9804015",05nov1996,07nov2000,17apr1998,19apr1998,"National Adults",1,"Yes",35,1006,10.49279,25.49214,1.317685,20.18165,4.317755,3.540658,.4382347,.8079022,12.99699,4.664567,0,0,12.4564,.1480657,3.145154,4.179626,2.950383,.2802317,0,3.082549,0,6.430424,8.029335,2.296509,0,1.317685,13.11326,7.068398,1.780763,.7562282,2.136518,0,0,0,0,0,8.66466,.9329133,2.79874,.9329133,4.179626,2.950383,.2802317,0,0,3.082549,0,0,3.561527,0,0,2.136518,0,0,0,0,0,1.40414,0,0,.4382347,0,4.142859,6.430424,8.029335,0,2.296509,0,2.296509,0,2.296509,0,14.05432,1.317685,8.219137,0,0,6.430424,.6180998,0,.7562282,0,20.18165,8.735877,2.296509,0,0,0,.4382347,3.540658,4.664567,0,25.45339,.1480657,3.145154
"uscbs1998-98005b",05nov1996,07nov2000,19may1998,21may1998,"National Adults",1,"Yes",60,1080,9.162167,21.26148,1.324893,23.80575,4.657078,7.921949,.3314778,1.719796,11.17284,5.004111,3.494961,0,.9428599,0,9.200639,4.043381,3.350055,.3652274,.0988878,1.304615,0,7.267604,2.791552,2.41451,0,1.324893,13.22099,9.085455,1.559751,1.186376,1.102025,.3511998,3.53709,.8900827,1.340479,0,6.799184,1.637945,1.657019,.5449322,4.043381,3.350055,.3652274,.0988878,0,1.304615,0,0,3.119502,.3511998,.3511998,1.102025,.3511998,3.53709,.030833,.8900827,0,0,2.010718,0,.3314778,1.995163,1.024526,7.267604,2.791552,2.970541,2.41451,0,0,0,2.41451,.3830698,12.28167,1.324893,3.153956,0,0,7.267604,1.2873,0,1.186376,0,27.30071,8.787809,2.41451,.0700918,5.160406,0,.3314778,3.112743,5.004111,0,12.1157,0,9.200639
"uscbsnyt1998-98007a",05nov1996,07nov2000,19jul1998,21jul1998,"National Adults",1,"Yes",60,979,10.63624,21.20006,3.530819,17.37071,3.234958,5.56068,.5528045,2.410603,13.54483,7.707904,2.517991,0,.6047959,0,11.12759,5.158793,3.639909,.0464416,.077221,1.713878,0,6.004139,4.632955,2.897712,0,3.530819,9.955418,7.164191,1.044527,.6419764,2.393545,.5039285,.3291087,1.585993,.3277297,0,8.232721,3.574179,1.766431,.8128977,5.158793,3.639909,.0464416,.077221,0,1.713878,0,0,2.089053,.5039285,.5039285,2.393545,.5039285,.3291087,.0926448,1.585993,0,0,.6554594,0,.5528045,2.029401,.9053041,6.004139,4.632955,1.657903,2.897712,0,0,0,2.874491,.1981598,12.7253,3.530819,5.510987,0,0,6.004139,1.391511,0,.6419764,0,19.8887,7.68848,2.874491,.1410612,3.015604,0,.5528045,3.049005,7.707904,0,14.14963,0,11.12759
"uscbsnyt1998-98009a",05nov1996,07nov2000,08sep1998,10sep1998,"National Adults",1,"Yes",62,1132,13.50429,16.85552,1.580398,13.55347,2.503107,9.975857,.174206,1.031278,15.08534,12.75017,1.813233,0,.0414314,.0783574,11.05334,8.630354,3.755589,.2436116,0,.8747404,0,6.525747,2.434997,2.343993,0,1.580398,8.961746,4.102322,.6872392,.9100763,3.157617,.2185526,.3853381,1.927927,.6329986,0,10.59971,1.357208,1.806239,2.273446,8.630354,3.755589,.2436116,0,0,.8747404,0,0,1.374478,.2185526,.2185526,3.157617,.2185526,.3853381,3.020425,1.927927,0,0,1.265997,0,.174206,.8735036,1.043469,6.525747,2.434997,1.162551,2.343993,0,0,0,2.33937,.1318913,14.87877,1.580398,2.821219,0,0,6.525747,.645057,0,.9100763,0,15.3667,5.555408,2.33937,0,5.770795,0,.174206,4.423614,12.75017,0,15.12677,.0783574,11.05334
"usaipocnus1998-9809033",05nov1996,07nov2000,14sep1998,15sep1998,"National Adults",1,"Yes",37,1024,12.90645,18.16053,.7563214,13.73037,2.007387,5.061084,.8219607,.6877431,12.9427,10.88829,0,0,14.81391,.874864,6.348398,8.81428,2.25231,.5927131,.133238,1.113909,0,7.556357,5.952602,1.25825,0,.7563214,6.925436,6.804934,.7675879,.4722111,3.960891,0,0,0,0,0,8.628466,2.177657,6.532971,2.177657,8.81428,2.25231,.5927131,.133238,0,1.113909,0,0,1.535176,0,0,3.960891,0,0,0,0,0,1.100193,0,0,.8219607,0,.8768234,7.556357,5.952602,0,1.25825,0,1.25825,0,1.25825,0,14.44162,.7563214,6.046653,0,0,7.556357,.5936927,0,.4722111,0,13.73037,3.393323,1.25825,0,0,0,.8219607,5.061084,10.88829,0,27.75661,.874864,6.348398
"uscbsnyt1998-98009e",05nov1996,07nov2000,22sep1998,23sep1998,"National Adults",1,"Yes",64,960,16.40495,16.53537,1.073011,8.036731,2.579507,9.796835,.749368,1.590714,13.44706,17.81015,.9961018,0,.570828,0,10.40938,8.497941,5.941611,1.172072,0,.7933259,0,5.830362,2.029564,2.058262,0,1.073011,4.274508,3.628924,1.170197,.071666,4.212773,.1674463,0,.7396806,.6312441,0,10.10855,2.591747,1.487903,4.033547,8.497941,5.941611,1.172072,0,0,.7933259,0,0,2.340395,.1674463,.1674463,4.212773,.1674463,0,3.414447,.7396806,0,0,1.262488,.2664558,.4829122,2.112584,1.059053,5.830362,2.029564,1.477278,2.058262,0,0,0,1.666599,.3016638,18.74534,1.073011,2.320603,0,0,5.830362,1.234468,0,.071666,0,9.032832,7.008841,1.666599,.0652077,4.48902,0,.4829122,5.741717,17.81015,0,14.01789,0,10.40938
"uscbs1998-98010b",05nov1996,07nov2000,03oct1998,04oct1998,"National Adults",1,"Yes",65,902,16.84981,16.42303,.7097467,10.86608,2.462329,6.812714,2.066824,1.065285,12.99162,15.53793,.6950758,0,1.301313,0,12.21824,10.52115,4.987184,.4965936,0,.844889,0,5.734735,3.663033,1.844949,0,.7097467,5.480748,4.770003,.7846348,.4002164,3.922564,.4928427,.4114136,.7916746,.1874698,0,10.22958,1.481411,2.641484,3.115628,10.52115,4.987184,.4965936,0,0,.844889,0,0,1.56927,.4928427,.4928427,3.922564,.4928427,.4114136,.8192796,.7916746,0,0,.3749396,1.902968,.1638559,.6397919,1.459737,5.734735,3.663033,.8649552,1.844949,0,0,0,1.744101,.4717232,18.41908,.7097467,3.663033,0,0,5.734735,.9812508,0,.4002164,0,11.56115,5.281157,1.744101,.0840344,3.008053,0,.1638559,6.200472,15.53793,0,14.29294,0,12.21824
"usaiposp1998-ccfr-gp",05nov1996,07nov2000,15oct1998,10nov1998,"National Adults",22.1,"Yes",74,1505,12.42948,16.14674,1.662485,16.1417,3.66642,5.931939,.7553915,1.03198,8.997787,22.18319,5.460271,0,2.742927,.3776138,2.472079,4.880197,1.131037,1.761665,1.577532,1.212628,0,4.933333,1.472694,1.16722,.4156212,1.246863,6.918081,8.925215,1.348954,.6255842,1.899713,.2779828,.2583026,.6327183,.1611316,0,3.448709,.8478475,5.064186,3.873616,4.880197,1.131037,1.761665,1.577532,1.131037,1.212628,0,0,2.023432,.8530751,0,1.899713,.2779828,.2583026,.5692497,.6327183,0,2.132841,.1611316,.3750718,.3803198,.0450184,1.310209,4.933333,1.472694,2.848217,1.16722,.599016,2.33444,.1407134,1.16722,.1286593,14.35133,3.152521,1.775523,.1643296,1.131037,4.933333,.504059,0,.6255842,0,21.70566,7.833764,1.307934,.6477244,1.738253,0,.3803198,4.568758,22.18319,0,10.14699,.3776138,2.472079
"usaipocnus1999-9901003",05nov1996,07nov2000,15jan1999,17jan1999,"National Adults",1,"Yes",38,1005,13.93968,24.38349,1.189196,11.32525,1.337596,10.63902,.5667105,.628461,11.0882,9.117167,0,0,10.46572,.4581491,4.86136,7.573403,4.160193,.3495877,0,1.8565,0,8.756623,7.287558,2.356812,0,1.189196,7.366241,3.959006,.4825505,.3724951,3.828533,0,0,0,3.017808,0,7.392136,1.50253,4.50759,1.50253,7.573403,4.160193,.3495877,0,0,1.8565,0,0,.965101,0,0,3.828533,0,0,0,0,0,.7748695,6.035616,0,.5667105,0,1.268874,8.756623,7.287558,0,2.356812,0,2.356812,0,2.356812,0,14.90478,1.189196,7.287558,0,0,8.756623,.628461,0,.3724951,0,11.32525,5.982498,2.356812,0,0,0,.5667105,10.63902,9.117167,0,21.55392,.4581491,4.86136
