year,cat,perc,subname,subcat,catname
1969,1,7.4920001,"Income","Lowest 25th","perc1"
1969,2,5.8150001,"Income","Lowest 25th","perc2"
1969,3,12.089,"Income","Lowest 25th","perc3"
1969,4,7.6539998,"Income","Lowest 25th","perc4"
1969,5,.61699998,"Income","Lowest 25th","perc5"
1969,6,50.036999,"Income","Lowest 25th","perc6"
1969,7,0,"Income","Lowest 25th","perc7"
1969,8,.008,"Income","Lowest 25th","perc8"
1969,9,2.8889999,"Income","Lowest 25th","perc9"
1969,10,.84600002,"Income","Lowest 25th","perc10"
1969,11,5.9000001,"Income","Lowest 25th","perc11"
1969,12,0,"Income","Lowest 25th","perc12"
1969,13,1.603,"Income","Lowest 25th","perc13"
1969,14,0,"Income","Lowest 25th","perc14"
1969,15,5.0500002,"Income","Lowest 25th","perc15"
1969,1,7.0570002,"Income","Second 25th","perc1"
1969,2,6.592,"Income","Second 25th","perc2"
1969,3,13.978,"Income","Second 25th","perc3"
1969,4,10.325,"Income","Second 25th","perc4"
1969,5,.67500001,"Income","Second 25th","perc5"
1969,6,49.93,"Income","Second 25th","perc6"
1969,7,0,"Income","Second 25th","perc7"
1969,8,0,"Income","Second 25th","perc8"
1969,9,1.845,"Income","Second 25th","perc9"
1969,10,.70200002,"Income","Second 25th","perc10"
1969,11,5.052,"Income","Second 25th","perc11"
1969,12,0,"Income","Second 25th","perc12"
1969,13,1.704,"Income","Second 25th","perc13"
1969,14,0,"Income","Second 25th","perc14"
1969,15,2.1400001,"Income","Second 25th","perc15"
1969,1,6.875,"Income","Third 25th","perc1"
1969,2,5.8179998,"Income","Third 25th","perc2"
1969,3,13.457,"Income","Third 25th","perc3"
1969,4,7.9569998,"Income","Third 25th","perc4"
1969,5,.95700002,"Income","Third 25th","perc5"
1969,6,53.247002,"Income","Third 25th","perc6"
1969,7,0,"Income","Third 25th","perc7"
1969,8,0,"Income","Third 25th","perc8"
1969,9,1.952,"Income","Third 25th","perc9"
1969,10,.69099998,"Income","Third 25th","perc10"
1969,11,5.8579998,"Income","Third 25th","perc11"
1969,12,0,"Income","Third 25th","perc12"
1969,13,1.753,"Income","Third 25th","perc13"
1969,14,0,"Income","Third 25th","perc14"
1969,15,1.4349999,"Income","Third 25th","perc15"
1969,1,8.1899996,"Income","Highest 25th","perc1"
1969,2,3.687,"Income","Highest 25th","perc2"
1969,3,14.123,"Income","Highest 25th","perc3"
1969,4,9.0719995,"Income","Highest 25th","perc4"
1969,5,1.636,"Income","Highest 25th","perc5"
1969,6,52.362,"Income","Highest 25th","perc6"
1969,7,0,"Income","Highest 25th","perc7"
1969,8,.228,"Income","Highest 25th","perc8"
1969,9,2.0639999,"Income","Highest 25th","perc9"
1969,10,1.177,"Income","Highest 25th","perc10"
1969,11,5.0170002,"Income","Highest 25th","perc11"
1969,12,0,"Income","Highest 25th","perc12"
1969,13,1.433,"Income","Highest 25th","perc13"
1969,14,0,"Income","Highest 25th","perc14"
1969,15,1.011,"Income","Highest 25th","perc15"
1970,1,11.495,"Income","Lowest 25th","perc1"
1970,2,7.744,"Income","Lowest 25th","perc2"
1970,3,12.637,"Income","Lowest 25th","perc3"
1970,4,12.087,"Income","Lowest 25th","perc4"
1970,5,.428,"Income","Lowest 25th","perc5"
1970,6,31.444,"Income","Lowest 25th","perc6"
1970,7,.061,"Income","Lowest 25th","perc7"
1970,8,3.7409999,"Income","Lowest 25th","perc8"
1970,9,3.573,"Income","Lowest 25th","perc9"
1970,10,1.916,"Income","Lowest 25th","perc10"
1970,11,5.9780002,"Income","Lowest 25th","perc11"
1970,12,0,"Income","Lowest 25th","perc12"
1970,13,4.158,"Income","Lowest 25th","perc13"
1970,14,.244,"Income","Lowest 25th","perc14"
1970,15,4.4959998,"Income","Lowest 25th","perc15"
1970,1,12.459,"Income","Second 25th","perc1"
1970,2,6.197,"Income","Second 25th","perc2"
1970,3,11.933,"Income","Second 25th","perc3"
1970,4,11.555,"Income","Second 25th","perc4"
1970,5,.53799999,"Income","Second 25th","perc5"
1970,6,34.902,"Income","Second 25th","perc6"
1970,7,.073,"Income","Second 25th","perc7"
1970,8,5.013,"Income","Second 25th","perc8"
1970,9,3.365,"Income","Second 25th","perc9"
1970,10,1.974,"Income","Second 25th","perc10"
1970,11,4.9619999,"Income","Second 25th","perc11"
1970,12,0,"Income","Second 25th","perc12"
1970,13,4.6859999,"Income","Second 25th","perc13"
1970,14,.20100001,"Income","Second 25th","perc14"
1970,15,2.1429999,"Income","Second 25th","perc15"
1970,1,11.4,"Income","Third 25th","perc1"
1970,2,6.552,"Income","Third 25th","perc2"
1970,3,11.673,"Income","Third 25th","perc3"
1970,4,12.464,"Income","Third 25th","perc4"
1970,5,.42699999,"Income","Third 25th","perc5"
1970,6,34.436001,"Income","Third 25th","perc6"
1970,7,.053,"Income","Third 25th","perc7"
1970,8,5.23,"Income","Third 25th","perc8"
1970,9,3.7820001,"Income","Third 25th","perc9"
1970,10,2.2590001,"Income","Third 25th","perc10"
1970,11,5.8130002,"Income","Third 25th","perc11"
1970,12,0,"Income","Third 25th","perc12"
1970,13,4.4770002,"Income","Third 25th","perc13"
1970,14,.053,"Income","Third 25th","perc14"
1970,15,1.38,"Income","Third 25th","perc15"
1970,1,12.786,"Income","Highest 25th","perc1"
1970,2,6.0999999,"Income","Highest 25th","perc2"
1970,3,11.501,"Income","Highest 25th","perc3"
1970,4,12.652,"Income","Highest 25th","perc4"
1970,5,.75700003,"Income","Highest 25th","perc5"
1970,6,32.785999,"Income","Highest 25th","perc6"
1970,7,0,"Income","Highest 25th","perc7"
1970,8,5.5570002,"Income","Highest 25th","perc8"
1970,9,4.1700001,"Income","Highest 25th","perc9"
1970,10,2.108,"Income","Highest 25th","perc10"
1970,11,5.3530002,"Income","Highest 25th","perc11"
1970,12,0,"Income","Highest 25th","perc12"
1970,13,5.0370002,"Income","Highest 25th","perc13"
1970,14,.08,"Income","Highest 25th","perc14"
1970,15,1.113,"Income","Highest 25th","perc15"
1971,1,22.652,"Income","Lowest 25th","perc1"
1971,2,7.697,"Income","Lowest 25th","perc2"
1971,3,8.8360004,"Income","Lowest 25th","perc3"
1971,4,10.516,"Income","Lowest 25th","perc4"
1971,5,.105,"Income","Lowest 25th","perc5"
1971,6,29.941,"Income","Lowest 25th","perc6"
1971,7,0,"Income","Lowest 25th","perc7"
1971,8,4.4000001,"Income","Lowest 25th","perc8"
1971,9,4.0159998,"Income","Lowest 25th","perc9"
1971,10,1.7869999,"Income","Lowest 25th","perc10"
1971,11,4.4310002,"Income","Lowest 25th","perc11"
1971,12,0,"Income","Lowest 25th","perc12"
1971,13,1.5,"Income","Lowest 25th","perc13"
1971,14,0,"Income","Lowest 25th","perc14"
1971,15,4.119,"Income","Lowest 25th","perc15"
1971,1,25.051001,"Income","Second 25th","perc1"
1971,2,6.9089999,"Income","Second 25th","perc2"
1971,3,8.4110003,"Income","Second 25th","perc3"
1971,4,10.526,"Income","Second 25th","perc4"
1971,5,.18000001,"Income","Second 25th","perc5"
1971,6,30.768999,"Income","Second 25th","perc6"
1971,7,0,"Income","Second 25th","perc7"
1971,8,3.8859999,"Income","Second 25th","perc8"
1971,9,4.3730001,"Income","Second 25th","perc9"
1971,10,2.3900001,"Income","Second 25th","perc10"
1971,11,4.4089999,"Income","Second 25th","perc11"
1971,12,0,"Income","Second 25th","perc12"
1971,13,.94400001,"Income","Second 25th","perc13"
1971,14,0,"Income","Second 25th","perc14"
1971,15,2.152,"Income","Second 25th","perc15"
1971,1,26.693001,"Income","Third 25th","perc1"
1971,2,6.9549999,"Income","Third 25th","perc2"
1971,3,7.704,"Income","Third 25th","perc3"
1971,4,9.1920004,"Income","Third 25th","perc4"
1971,5,.155,"Income","Third 25th","perc5"
1971,6,29.729,"Income","Third 25th","perc6"
1971,7,0,"Income","Third 25th","perc7"
1971,8,6.6799998,"Income","Third 25th","perc8"
1971,9,4.1830001,"Income","Third 25th","perc9"
1971,10,2.086,"Income","Third 25th","perc10"
1971,11,3.391,"Income","Third 25th","perc11"
1971,12,0,"Income","Third 25th","perc12"
1971,13,1.4859999,"Income","Third 25th","perc13"
1971,14,0,"Income","Third 25th","perc14"
1971,15,1.747,"Income","Third 25th","perc15"
1971,1,29.181999,"Income","Highest 25th","perc1"
1971,2,7.408,"Income","Highest 25th","perc2"
1971,3,6.3979998,"Income","Highest 25th","perc3"
1971,4,9.5509996,"Income","Highest 25th","perc4"
1971,5,.042,"Income","Highest 25th","perc5"
1971,6,28.657,"Income","Highest 25th","perc6"
1971,7,0,"Income","Highest 25th","perc7"
1971,8,5.1599998,"Income","Highest 25th","perc8"
1971,9,5.302,"Income","Highest 25th","perc9"
1971,10,2.29,"Income","Highest 25th","perc10"
1971,11,3.368,"Income","Highest 25th","perc11"
1971,12,0,"Income","Highest 25th","perc12"
1971,13,1.758,"Income","Highest 25th","perc13"
1971,14,0,"Income","Highest 25th","perc14"
1971,15,.884,"Income","Highest 25th","perc15"
1972,1,21.035,"Income","Lowest 25th","perc1"
1972,2,6.552,"Income","Lowest 25th","perc2"
1972,3,5.1490002,"Income","Lowest 25th","perc3"
1972,4,12.114,"Income","Lowest 25th","perc4"
1972,5,.366,"Income","Lowest 25th","perc5"
1972,6,33.272999,"Income","Lowest 25th","perc6"
1972,7,0,"Income","Lowest 25th","perc7"
1972,8,2.99,"Income","Lowest 25th","perc8"
1972,9,3.8210001,"Income","Lowest 25th","perc9"
1972,10,2.875,"Income","Lowest 25th","perc10"
1972,11,4.3800001,"Income","Lowest 25th","perc11"
1972,12,0,"Income","Lowest 25th","perc12"
1972,13,2.7060001,"Income","Lowest 25th","perc13"
1972,14,0,"Income","Lowest 25th","perc14"
1972,15,4.7360001,"Income","Lowest 25th","perc15"
1972,1,22.506001,"Income","Second 25th","perc1"
1972,2,7.0830002,"Income","Second 25th","perc2"
1972,3,5.2280002,"Income","Second 25th","perc3"
1972,4,12.199,"Income","Second 25th","perc4"
1972,5,.207,"Income","Second 25th","perc5"
1972,6,33.762001,"Income","Second 25th","perc6"
1972,7,.03,"Income","Second 25th","perc7"
1972,8,3.3329999,"Income","Second 25th","perc8"
1972,9,4.9439998,"Income","Second 25th","perc9"
1972,10,3.5810001,"Income","Second 25th","perc10"
1972,11,3.516,"Income","Second 25th","perc11"
1972,12,0,"Income","Second 25th","perc12"
1972,13,1.883,"Income","Second 25th","perc13"
1972,14,0,"Income","Second 25th","perc14"
1972,15,1.73,"Income","Second 25th","perc15"
1972,1,24.983,"Income","Third 25th","perc1"
1972,2,6.849,"Income","Third 25th","perc2"
1972,3,4.7470002,"Income","Third 25th","perc3"
1972,4,12.67,"Income","Third 25th","perc4"
1972,5,.36300001,"Income","Third 25th","perc5"
1972,6,29.750999,"Income","Third 25th","perc6"
1972,7,0,"Income","Third 25th","perc7"
1972,8,4.059,"Income","Third 25th","perc8"
1972,9,5.2989998,"Income","Third 25th","perc9"
1972,10,4.7350001,"Income","Third 25th","perc10"
1972,11,3.076,"Income","Third 25th","perc11"
1972,12,0,"Income","Third 25th","perc12"
1972,13,1.777,"Income","Third 25th","perc13"
1972,14,0,"Income","Third 25th","perc14"
1972,15,1.691,"Income","Third 25th","perc15"
1972,1,23.997999,"Income","Highest 25th","perc1"
1972,2,8.0410004,"Income","Highest 25th","perc2"
1972,3,5.1539998,"Income","Highest 25th","perc3"
1972,4,9.9510002,"Income","Highest 25th","perc4"
1972,5,.28099999,"Income","Highest 25th","perc5"
1972,6,31.652,"Income","Highest 25th","perc6"
1972,7,.12899999,"Income","Highest 25th","perc7"
1972,8,4.125,"Income","Highest 25th","perc8"
1972,9,6.6880002,"Income","Highest 25th","perc9"
1972,10,3.467,"Income","Highest 25th","perc10"
1972,11,2.7679999,"Income","Highest 25th","perc11"
1972,12,0,"Income","Highest 25th","perc12"
1972,13,2.418,"Income","Highest 25th","perc13"
1972,14,0,"Income","Highest 25th","perc14"
1972,15,1.327,"Income","Highest 25th","perc15"
1973,1,39.987999,"Income","Lowest 25th","perc1"
1973,2,5.3579998,"Income","Lowest 25th","perc2"
1973,3,4.027,"Income","Lowest 25th","perc3"
1973,4,15.035,"Income","Lowest 25th","perc4"
1973,5,1.023,"Income","Lowest 25th","perc5"
1973,6,12.095,"Income","Lowest 25th","perc6"
1973,7,0,"Income","Lowest 25th","perc7"
1973,8,3.2550001,"Income","Lowest 25th","perc8"
1973,9,5.1069999,"Income","Lowest 25th","perc9"
1973,10,5.8070002,"Income","Lowest 25th","perc10"
1973,11,1.626,"Income","Lowest 25th","perc11"
1973,12,0,"Income","Lowest 25th","perc12"
1973,13,2.049,"Income","Lowest 25th","perc13"
1973,14,0,"Income","Lowest 25th","perc14"
1973,15,4.631,"Income","Lowest 25th","perc15"
1973,1,39.118999,"Income","Second 25th","perc1"
1973,2,6.3670001,"Income","Second 25th","perc2"
1973,3,3.5899999,"Income","Second 25th","perc3"
1973,4,13.801,"Income","Second 25th","perc4"
1973,5,.704,"Income","Second 25th","perc5"
1973,6,12.876,"Income","Second 25th","perc6"
1973,7,0,"Income","Second 25th","perc7"
1973,8,5.1859999,"Income","Second 25th","perc8"
1973,9,4.5380001,"Income","Second 25th","perc9"
1973,10,8.1239996,"Income","Second 25th","perc10"
1973,11,1.313,"Income","Second 25th","perc11"
1973,12,0,"Income","Second 25th","perc12"
1973,13,1.511,"Income","Second 25th","perc13"
1973,14,0,"Income","Second 25th","perc14"
1973,15,2.8710001,"Income","Second 25th","perc15"
1973,1,41.292,"Income","Third 25th","perc1"
1973,2,4.8969998,"Income","Third 25th","perc2"
1973,3,3.457,"Income","Third 25th","perc3"
1973,4,11.101,"Income","Third 25th","perc4"
1973,5,.84799999,"Income","Third 25th","perc5"
1973,6,12.726,"Income","Third 25th","perc6"
1973,7,0,"Income","Third 25th","perc7"
1973,8,4.6370001,"Income","Third 25th","perc8"
1973,9,4.6399999,"Income","Third 25th","perc9"
1973,10,10.502,"Income","Third 25th","perc10"
1973,11,.92799997,"Income","Third 25th","perc11"
1973,12,0,"Income","Third 25th","perc12"
1973,13,2.411,"Income","Third 25th","perc13"
1973,14,0,"Income","Third 25th","perc14"
1973,15,2.562,"Income","Third 25th","perc15"
1973,1,40.729,"Income","Highest 25th","perc1"
1973,2,5.3660002,"Income","Highest 25th","perc2"
1973,3,3.0910001,"Income","Highest 25th","perc3"
1973,4,10.057,"Income","Highest 25th","perc4"
1973,5,.792,"Income","Highest 25th","perc5"
1973,6,14.418,"Income","Highest 25th","perc6"
1973,7,0,"Income","Highest 25th","perc7"
1973,8,4.618,"Income","Highest 25th","perc8"
1973,9,5.7880001,"Income","Highest 25th","perc9"
1973,10,10.693,"Income","Highest 25th","perc10"
1973,11,1.304,"Income","Highest 25th","perc11"
1973,12,0,"Income","Highest 25th","perc12"
1973,13,1.902,"Income","Highest 25th","perc13"
1973,14,0,"Income","Highest 25th","perc14"
1973,15,1.242,"Income","Highest 25th","perc15"
1974,1,54.529999,"Income","Lowest 25th","perc1"
1974,2,3.076,"Income","Lowest 25th","perc2"
1974,3,.84799999,"Income","Lowest 25th","perc3"
1974,4,5.1589999,"Income","Lowest 25th","perc4"
1974,5,.755,"Income","Lowest 25th","perc5"
1974,6,4.1539998,"Income","Lowest 25th","perc6"
1974,7,0,"Income","Lowest 25th","perc7"
1974,8,7.9619999,"Income","Lowest 25th","perc8"
1974,9,2.8529999,"Income","Lowest 25th","perc9"
1974,10,11.162,"Income","Lowest 25th","perc10"
1974,11,.64099997,"Income","Lowest 25th","perc11"
1974,12,.015,"Income","Lowest 25th","perc12"
1974,13,1.549,"Income","Lowest 25th","perc13"
1974,14,.92900002,"Income","Lowest 25th","perc14"
1974,15,6.3660002,"Income","Lowest 25th","perc15"
1974,1,58.792,"Income","Second 25th","perc1"
1974,2,1.88,"Income","Second 25th","perc2"
1974,3,.741,"Income","Second 25th","perc3"
1974,4,4.3850002,"Income","Second 25th","perc4"
1974,5,.64300001,"Income","Second 25th","perc5"
1974,6,3.4579999,"Income","Second 25th","perc6"
1974,7,0,"Income","Second 25th","perc7"
1974,8,9.5229998,"Income","Second 25th","perc8"
1974,9,2.9389999,"Income","Second 25th","perc9"
1974,10,11.522,"Income","Second 25th","perc10"
1974,11,.74699998,"Income","Second 25th","perc11"
1974,12,0,"Income","Second 25th","perc12"
1974,13,1.258,"Income","Second 25th","perc13"
1974,14,.211,"Income","Second 25th","perc14"
1974,15,3.902,"Income","Second 25th","perc15"
1974,1,61.284,"Income","Third 25th","perc1"
1974,2,1.112,"Income","Third 25th","perc2"
1974,3,.49599999,"Income","Third 25th","perc3"
1974,4,4.1869998,"Income","Third 25th","perc4"
1974,5,.50300002,"Income","Third 25th","perc5"
1974,6,2.7119999,"Income","Third 25th","perc6"
1974,7,0,"Income","Third 25th","perc7"
1974,8,9.1540003,"Income","Third 25th","perc8"
1974,9,2.9660001,"Income","Third 25th","perc9"
1974,10,11.329,"Income","Third 25th","perc10"
1974,11,.59100002,"Income","Third 25th","perc11"
1974,12,0,"Income","Third 25th","perc12"
1974,13,1.324,"Income","Third 25th","perc13"
1974,14,.219,"Income","Third 25th","perc14"
1974,15,4.1209998,"Income","Third 25th","perc15"
1974,1,64.223999,"Income","Highest 25th","perc1"
1974,2,.94300002,"Income","Highest 25th","perc2"
1974,3,.64499998,"Income","Highest 25th","perc3"
1974,4,3.0250001,"Income","Highest 25th","perc4"
1974,5,.27900001,"Income","Highest 25th","perc5"
1974,6,2.668,"Income","Highest 25th","perc6"
1974,7,.072,"Income","Highest 25th","perc7"
1974,8,7.0809999,"Income","Highest 25th","perc8"
1974,9,2.7650001,"Income","Highest 25th","perc9"
1974,10,11.997,"Income","Highest 25th","perc10"
1974,11,.44499999,"Income","Highest 25th","perc11"
1974,12,0,"Income","Highest 25th","perc12"
1974,13,1.545,"Income","Highest 25th","perc13"
1974,14,.241,"Income","Highest 25th","perc14"
1974,15,4.0710001,"Income","Highest 25th","perc15"
1975,1,59.825001,"Income","Lowest 25th","perc1"
1975,2,1.577,"Income","Lowest 25th","perc2"
1975,3,.90899998,"Income","Lowest 25th","perc3"
1975,4,7.573,"Income","Lowest 25th","perc4"
1975,5,.85500002,"Income","Lowest 25th","perc5"
1975,6,3.948,"Income","Lowest 25th","perc6"
1975,7,0,"Income","Lowest 25th","perc7"
1975,8,3.934,"Income","Lowest 25th","perc8"
1975,9,6.6789999,"Income","Lowest 25th","perc9"
1975,10,5.4990001,"Income","Lowest 25th","perc10"
1975,11,1.65,"Income","Lowest 25th","perc11"
1975,12,0,"Income","Lowest 25th","perc12"
1975,13,2.895,"Income","Lowest 25th","perc13"
1975,14,0,"Income","Lowest 25th","perc14"
1975,15,4.6550002,"Income","Lowest 25th","perc15"
1975,1,60.693001,"Income","Second 25th","perc1"
1975,2,1.39,"Income","Second 25th","perc2"
1975,3,.52600002,"Income","Second 25th","perc3"
1975,4,6.7690001,"Income","Second 25th","perc4"
1975,5,.57700002,"Income","Second 25th","perc5"
1975,6,3.0209999,"Income","Second 25th","perc6"
1975,7,0,"Income","Second 25th","perc7"
1975,8,5.6220002,"Income","Second 25th","perc8"
1975,9,8.3430004,"Income","Second 25th","perc9"
1975,10,6.7399998,"Income","Second 25th","perc10"
1975,11,1.348,"Income","Second 25th","perc11"
1975,12,0,"Income","Second 25th","perc12"
1975,13,1.594,"Income","Second 25th","perc13"
1975,14,0,"Income","Second 25th","perc14"
1975,15,3.3770001,"Income","Second 25th","perc15"
1975,1,63.834999,"Income","Third 25th","perc1"
1975,2,1.341,"Income","Third 25th","perc2"
1975,3,.168,"Income","Third 25th","perc3"
1975,4,3.9319999,"Income","Third 25th","perc4"
1975,5,.75300002,"Income","Third 25th","perc5"
1975,6,3.1889999,"Income","Third 25th","perc6"
1975,7,0,"Income","Third 25th","perc7"
1975,8,5.9089999,"Income","Third 25th","perc8"
1975,9,4.9390001,"Income","Third 25th","perc9"
1975,10,11.313,"Income","Third 25th","perc10"
1975,11,.95300001,"Income","Third 25th","perc11"
1975,12,0,"Income","Third 25th","perc12"
1975,13,2.5109999,"Income","Third 25th","perc13"
1975,14,0,"Income","Third 25th","perc14"
1975,15,1.159,"Income","Third 25th","perc15"
1975,1,58.740002,"Income","Highest 25th","perc1"
1975,2,1.42,"Income","Highest 25th","perc2"
1975,3,.79699999,"Income","Highest 25th","perc3"
1975,4,4.9039998,"Income","Highest 25th","perc4"
1975,5,1.711,"Income","Highest 25th","perc5"
1975,6,4.0440001,"Income","Highest 25th","perc6"
1975,7,0,"Income","Highest 25th","perc7"
1975,8,8.0080004,"Income","Highest 25th","perc8"
1975,9,4.9460001,"Income","Highest 25th","perc9"
1975,10,11.087,"Income","Highest 25th","perc10"
1975,11,1.239,"Income","Highest 25th","perc11"
1975,12,0,"Income","Highest 25th","perc12"
1975,13,2.454,"Income","Highest 25th","perc13"
1975,14,0,"Income","Highest 25th","perc14"
1975,15,.64899999,"Income","Highest 25th","perc15"
1976,1,60.723,"Income","Lowest 25th","perc1"
1976,2,7.3930001,"Income","Lowest 25th","perc2"
1976,3,1.295,"Income","Lowest 25th","perc3"
1976,4,8.6610003,"Income","Lowest 25th","perc4"
1976,5,1.878,"Income","Lowest 25th","perc5"
1976,6,5.4559999,"Income","Lowest 25th","perc6"
1976,7,.21600001,"Income","Lowest 25th","perc7"
1976,8,2.964,"Income","Lowest 25th","perc8"
1976,9,3.277,"Income","Lowest 25th","perc9"
1976,10,4.1820002,"Income","Lowest 25th","perc10"
1976,11,.26699999,"Income","Lowest 25th","perc11"
1976,12,0,"Income","Lowest 25th","perc12"
1976,13,1.682,"Income","Lowest 25th","perc13"
1976,14,0,"Income","Lowest 25th","perc14"
1976,15,2.0050001,"Income","Lowest 25th","perc15"
1976,1,62.080002,"Income","Second 25th","perc1"
1976,2,5.8629999,"Income","Second 25th","perc2"
1976,3,1.073,"Income","Second 25th","perc3"
1976,4,7.3429999,"Income","Second 25th","perc4"
1976,5,3.5639999,"Income","Second 25th","perc5"
1976,6,5.408,"Income","Second 25th","perc6"
1976,7,.32699999,"Income","Second 25th","perc7"
1976,8,5.1430001,"Income","Second 25th","perc8"
1976,9,3.164,"Income","Second 25th","perc9"
1976,10,2.553,"Income","Second 25th","perc10"
1976,11,.25299999,"Income","Second 25th","perc11"
1976,12,0,"Income","Second 25th","perc12"
1976,13,1.562,"Income","Second 25th","perc13"
1976,14,0,"Income","Second 25th","perc14"
1976,15,1.668,"Income","Second 25th","perc15"
1976,1,61.318001,"Income","Third 25th","perc1"
1976,2,6.6690001,"Income","Third 25th","perc2"
1976,3,.43599999,"Income","Third 25th","perc3"
1976,4,6.0910001,"Income","Third 25th","perc4"
1976,5,2.8210001,"Income","Third 25th","perc5"
1976,6,5.5139999,"Income","Third 25th","perc6"
1976,7,.111,"Income","Third 25th","perc7"
1976,8,5.2480001,"Income","Third 25th","perc8"
1976,9,3.9979999,"Income","Third 25th","perc9"
1976,10,4.7639999,"Income","Third 25th","perc10"
1976,11,.236,"Income","Third 25th","perc11"
1976,12,0,"Income","Third 25th","perc12"
1976,13,1.322,"Income","Third 25th","perc13"
1976,14,0,"Income","Third 25th","perc14"
1976,15,1.472,"Income","Third 25th","perc15"
1976,1,64.392998,"Income","Highest 25th","perc1"
1976,2,5.0630002,"Income","Highest 25th","perc2"
1976,3,.60500002,"Income","Highest 25th","perc3"
1976,4,5.7030001,"Income","Highest 25th","perc4"
1976,5,3.359,"Income","Highest 25th","perc5"
1976,6,6.1199999,"Income","Highest 25th","perc6"
1976,7,.30199999,"Income","Highest 25th","perc7"
1976,8,4.2329998,"Income","Highest 25th","perc8"
1976,9,3.2490001,"Income","Highest 25th","perc9"
1976,10,4.369,"Income","Highest 25th","perc10"
1976,11,.018,"Income","Highest 25th","perc11"
1976,12,0,"Income","Highest 25th","perc12"
1976,13,1.845,"Income","Highest 25th","perc13"
1976,14,0,"Income","Highest 25th","perc14"
1976,15,.74199998,"Income","Highest 25th","perc15"
1977,1,51.000999,"Income","Lowest 25th","perc1"
1977,2,3.0639999,"Income","Lowest 25th","perc2"
1977,3,2.4760001,"Income","Lowest 25th","perc3"
1977,4,9.4519997,"Income","Lowest 25th","perc4"
1977,5,2.1789999,"Income","Lowest 25th","perc5"
1977,6,5.6160002,"Income","Lowest 25th","perc6"
1977,7,0,"Income","Lowest 25th","perc7"
1977,8,8.8959999,"Income","Lowest 25th","perc8"
1977,9,4.4689999,"Income","Lowest 25th","perc9"
1977,10,2.2190001,"Income","Lowest 25th","perc10"
1977,11,.36199999,"Income","Lowest 25th","perc11"
1977,12,0,"Income","Lowest 25th","perc12"
1977,13,2.47,"Income","Lowest 25th","perc13"
1977,14,0,"Income","Lowest 25th","perc14"
1977,15,7.7969999,"Income","Lowest 25th","perc15"
1977,1,47.637001,"Income","Second 25th","perc1"
1977,2,1.8789999,"Income","Second 25th","perc2"
1977,3,1.0880001,"Income","Second 25th","perc3"
1977,4,4.9250002,"Income","Second 25th","perc4"
1977,5,3.7309999,"Income","Second 25th","perc5"
1977,6,7.7379999,"Income","Second 25th","perc6"
1977,7,0,"Income","Second 25th","perc7"
1977,8,13.559,"Income","Second 25th","perc8"
1977,9,4.6760001,"Income","Second 25th","perc9"
1977,10,2.6570001,"Income","Second 25th","perc10"
1977,11,.061,"Income","Second 25th","perc11"
1977,12,0,"Income","Second 25th","perc12"
1977,13,2.872,"Income","Second 25th","perc13"
1977,14,0,"Income","Second 25th","perc14"
1977,15,9.177,"Income","Second 25th","perc15"
1977,1,45.567001,"Income","Third 25th","perc1"
1977,2,3.345,"Income","Third 25th","perc2"
1977,3,1.812,"Income","Third 25th","perc3"
1977,4,7.6020002,"Income","Third 25th","perc4"
1977,5,3.487,"Income","Third 25th","perc5"
1977,6,7.5999999,"Income","Third 25th","perc6"
1977,7,0,"Income","Third 25th","perc7"
1977,8,18.257999,"Income","Third 25th","perc8"
1977,9,4.908,"Income","Third 25th","perc9"
1977,10,2.3369999,"Income","Third 25th","perc10"
1977,11,.023,"Income","Third 25th","perc11"
1977,12,0,"Income","Third 25th","perc12"
1977,13,1.094,"Income","Third 25th","perc13"
1977,14,0,"Income","Third 25th","perc14"
1977,15,3.967,"Income","Third 25th","perc15"
1977,1,38.625,"Income","Highest 25th","perc1"
1977,2,6.1560001,"Income","Highest 25th","perc2"
1977,3,1.173,"Income","Highest 25th","perc3"
1977,4,11.784,"Income","Highest 25th","perc4"
1977,5,3.862,"Income","Highest 25th","perc5"
1977,6,5.369,"Income","Highest 25th","perc6"
1977,7,0,"Income","Highest 25th","perc7"
1977,8,17.414,"Income","Highest 25th","perc8"
1977,9,4.6820002,"Income","Highest 25th","perc9"
1977,10,3.901,"Income","Highest 25th","perc10"
1977,11,.11,"Income","Highest 25th","perc11"
1977,12,0,"Income","Highest 25th","perc12"
1977,13,3.6370001,"Income","Highest 25th","perc13"
1977,14,0,"Income","Highest 25th","perc14"
1977,15,3.286,"Income","Highest 25th","perc15"
1978,1,62.596001,"Income","Lowest 25th","perc1"
1978,2,4.052,"Income","Lowest 25th","perc2"
1978,3,.90700001,"Income","Lowest 25th","perc3"
1978,4,5.9050002,"Income","Lowest 25th","perc4"
1978,5,1.595,"Income","Lowest 25th","perc5"
1978,6,6.0089998,"Income","Lowest 25th","perc6"
1978,7,.059,"Income","Lowest 25th","perc7"
1978,8,6.0190001,"Income","Lowest 25th","perc8"
1978,9,3.8039999,"Income","Lowest 25th","perc9"
1978,10,2.3169999,"Income","Lowest 25th","perc10"
1978,11,.389,"Income","Lowest 25th","perc11"
1978,12,0,"Income","Lowest 25th","perc12"
1978,13,1.003,"Income","Lowest 25th","perc13"
1978,14,0,"Income","Lowest 25th","perc14"
1978,15,5.3460002,"Income","Lowest 25th","perc15"
1978,1,66.371002,"Income","Second 25th","perc1"
