ccode,govtseq,minister_id,name,gender,birthyear,portfolio,party,marpor,mstart_day,mstart_month,mstart_year,mts_start,mend_day,mend_month,mend_year,mts_end,died
"Estonia",10,3519,"Reiljan","Male",1953,"Minister of Environment","RL",83612,13,4,2005,13apr2005,7,10,2006,07oct2006,0
"Estonia",10,3481,"Randver","Male",1956,"Minister of Environment","RL",83612,8,10,2006,08oct2006,4,4,2007,04apr2007,0
"Estonia",10,3937,"Soerd","Male",1964,"Minister of Finance","RL",83612,13,4,2005,13apr2005,4,4,2007,04apr2007,0
"Estonia",10,3153,"Paet","Male",1974,"Minister of Foreign Affairs","RE",83430,13,4,2005,13apr2005,4,4,2007,04apr2007,0
"Estonia",10,2279,"Laanet","Male",1965,"Minister of Internal Affairs","KeE",83411,13,4,2005,13apr2005,4,4,2007,04apr2007,0
"Estonia",10,2310,"Lang","Male",1957,"Minister of Justice","RE",83430,13,4,2005,13apr2005,4,4,2007,04apr2007,0
"Estonia",10,1,"Aab","Male",1960,"Minister of Social Affairs","KeE",83411,13,4,2005,13apr2005,4,4,2007,04apr2007,0
"Estonia",10,3649,"Rummo","Male",1942,"Minister without Portfolio (Population Affairs)","RE",83430,13,4,2005,13apr2005,4,4,2007,04apr2007,0
"Estonia",10,3133,"Ounapuu","Male",1958,"Minister without Portfolio (Regional Affairs)","RL",83612,13,4,2005,13apr2005,4,4,2007,04apr2007,0
"Estonia",10,127,"Ansip","Male",1956,"Prime Minister","RE",83430,13,4,2005,13apr2005,4,4,2007,04apr2007,0
"Estonia",11,3790,"Seeder","Male",1964,"Minister of Agriculture","IRL",83611,5,4,2007,05apr2007,3,6,2009,03jun2009,0
"Estonia",11,1855,"Janes","Female",1964,"Minister of Culture","RE",83430,5,4,2007,05apr2007,3,6,2009,03jun2009,0
"Estonia",11,4,"Aaviksoo","Male",1954,"Minister of Defence","IRL",83611,5,4,2007,05apr2007,3,6,2009,03jun2009,0
"Estonia",11,3217,"Parts","Male",1966,"Minister of Economic Affairs and Communications","IRL",83611,5,4,2007,05apr2007,3,6,2009,03jun2009,0
"Estonia",11,2465,"Lukas","Male",1962,"Minister of Education and Research","IRL",83611,5,4,2007,05apr2007,3,6,2009,03jun2009,0
"Estonia",11,4139,"Tamkivi","Male",1959,"Minister of Environment","RE",83430,5,4,2007,05apr2007,3,6,2009,03jun2009,0
"Estonia",11,3148,"Padar","Male",1965,"Minister of Finance","SDE",83320,5,4,2007,05apr2007,21,5,2009,21may2009,0
"Estonia",11,3153,"Paet","Male",1974,"Minister of Foreign Affairs","RE",83430,5,4,2007,05apr2007,3,6,2009,03jun2009,0
"Estonia",11,3333,"Pihl","Male",1954,"Minister of Internal Affairs","SDE",83320,5,4,2007,05apr2007,21,5,2009,21may2009,0
"Estonia",11,2310,"Lang","Male",1957,"Minister of Justice","RE",83430,5,4,2007,05apr2007,3,6,2009,03jun2009,0
"Estonia",11,2078,"Kiisler","Male",1965,"Minister of Regional Affairs","IRL",83611,24,1,2008,24jan2008,3,6,2009,03jun2009,0
"Estonia",11,3521,"Reimaa","Male",1961,"Minister of Regional Affairs","IRL",83611,5,4,2007,05apr2007,23,1,2008,23jan2008,0
"Estonia",11,2577,"Maripuu","Female",1974,"Minister of Social Affairs","RE",83430,5,4,2007,05apr2007,22,2,2009,22feb2009,0
"Estonia",11,3322,"Pevkur","Male",1977,"Minister of Social Affairs","RE",83430,23,2,2009,23feb2009,3,6,2009,03jun2009,0
"Estonia",11,3177,"Palo","Female",1972,"Minister without Portfolio (Population Affairs)","SDE",83320,5,4,2007,05apr2007,21,5,2009,21may2009,0
"Estonia",11,127,"Ansip","Male",1956,"Prime Minister","RE",83430,5,4,2007,05apr2007,3,6,2009,03jun2009,0
"Estonia",12,3790,"Seeder","Male",1964,"Minister of Agriculture","IRL",83611,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,1855,"Janes","Female",1964,"Minister of Culture","RE",83430,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,4,"Aaviksoo","Male",1954,"Minister of Defence","IRL",83611,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,3217,"Parts","Male",1966,"Minister of Economic Affairs and Communications","IRL",83611,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,2465,"Lukas","Male",1962,"Minister of Education and Research","IRL",83611,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,4139,"Tamkivi","Male",1959,"Minister of Environment","RE",83430,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,2396,"Ligi","Male",1959,"Minister of Finance","RE",83430,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,3153,"Paet","Male",1974,"Minister of Foreign Affairs","RE",83430,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,3391,"Pomerants","Male",1964,"Minister of Internal Affairs","IRL",83611,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,2310,"Lang","Male",1957,"Minister of Justice","RE",83430,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,2078,"Kiisler","Male",1965,"Minister of Regional Affairs","IRL",83611,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,3322,"Pevkur","Male",1977,"Minister of Social Affairs","RE",83430,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",12,127,"Ansip","Male",1956,"Prime Minister","RE",83430,4,6,2009,04jun2009,5,4,2011,05apr2011,0
"Estonia",13,3790,"Seeder","Male",1964,"Minister of Agriculture","IRL",83611,6,4,2011,06apr2011,25,3,2014,25mar2014,0
"Estonia",13,4188,"Tiidus","Female",1954,"Minister of Culture","RE",83430,5,12,2013,05dec2013,25,3,2014,25mar2014,0
"Estonia",13,2310,"Lang","Male",1957,"Minister of Culture","RE",83430,6,4,2011,06apr2011,4,12,2013,04dec2013,0
"Estonia",13,3523,"Reinsalu","Male",1975,"Minister of Defence","IRL",83611,11,5,2012,11may2012,25,3,2014,25mar2014,0
"Estonia",13,2280,"Laar","Male",1960,"Minister of Defence","IRL",83611,6,4,2011,06apr2011,10,5,2012,10may2012,0
"Estonia",13,3217,"Parts","Male",1966,"Minister of Economic Affairs and Communications","IRL",83611,6,4,2011,06apr2011,25,3,2014,25mar2014,0
"Estonia",13,4,"Aaviksoo","Male",1954,"Minister of Education and Research","IRL",83611,6,4,2011,06apr2011,25,3,2014,25mar2014,0
"Estonia",13,3272,"Pentus","Female",1976,"Minister of Environment","RE",83430,6,4,2011,06apr2011,25,3,2014,25mar2014,0
"Estonia",13,2396,"Ligi","Male",1959,"Minister of Finance","RE",83430,6,4,2011,06apr2011,25,3,2014,25mar2014,0
"Estonia",13,3153,"Paet","Male",1974,"Minister of Foreign Affairs","RE",83430,6,4,2011,06apr2011,25,3,2014,25mar2014,0
"Estonia",13,4313,"Vaher","Male",1974,"Minister of Internal Affairs","IRL",83611,6,4,2011,06apr2011,25,3,2014,25mar2014,0
"Estonia",13,3322,"Pevkur","Male",1977,"Minister of Justice","RE",83430,10,12,2012,10dec2012,25,3,2014,25mar2014,0
"Estonia",13,2712,"Michal","Male",1975,"Minister of Justice","RE",83430,6,4,2011,06apr2011,9,12,2012,09dec2012,0
"Estonia",13,2078,"Kiisler","Male",1965,"Minister of Regional Affairs","IRL",83611,6,4,2011,06apr2011,25,3,2014,25mar2014,0
"Estonia",13,3596,"Roivas","Male",1979,"Minister of Social Affairs","RE",83430,11,12,2012,11dec2012,25,3,2014,25mar2014,0
"Estonia",13,3322,"Pevkur","Male",1977,"Minister of Social Affairs","RE",83430,6,4,2011,06apr2011,10,12,2012,10dec2012,0
"Estonia",13,127,"Ansip","Male",1956,"Prime Minister","RE",83430,6,4,2011,06apr2011,25,3,2014,25mar2014,0
"Estonia",14,3148,"Padar","Male",1965,"Minister of Agriculture","SDE",83410,26,3,2014,26mar2014,,,,,0
"Estonia",14,4188,"Tiidus","Female",1954,"Minister of Culture","RE",83430,26,3,2014,26mar2014,,,,,0
"Estonia",14,2744,"Mikser","Male",1973,"Minister of Defence","SDE",83410,26,3,2014,26mar2014,,,,,0
"Estonia",14,3177,"Palo","Female",1972,"Minister of Economic Affaris and Infrastructure","SDE",83410,26,3,2014,26mar2014,,,,,0
"Estonia",14,3121,"Ossinovski","Male",1986,"Minister of Education and Research","SDE",83410,26,3,2014,26mar2014,,,,,0
"Estonia",14,3273,"Pentus-Rosimannus","Female",1976,"Minister of Environment","RE",83430,26,3,2014,26mar2014,17,11,2014,17nov2014,0
"Estonia",14,3472,"Raidma","Male",1965,"Minister of Environment","RE",83430,17,11,2014,17nov2014,,,,,0
"Estonia",14,2397,"Ligi","Male",1969,"Minister of Finance","RE",83430,26,3,2014,26mar2014,26,10,2014,26oct2014,0
"Estonia",14,2337,"Lauri","Female",1966,"Minister of Finance","RE",83430,3,11,2014,03nov2014,,,,,0
"Estonia",14,3273,"Pentus-Rosimannus","Female",1976,"Minister of Foreign Affairs","RE",83430,17,11,2014,17nov2014,,,,,0
"Estonia",14,3153,"Paet","Male",1974,"Minister of Foreign Affairs","RE",83430,26,3,2014,26mar2014,17,11,2014,17nov2014,0
"Estonia",14,4071,"Sulling","Female",1976,"Minister of Foreign Trade and Entrepreneurship","RE",83430,26,3,2014,26mar2014,,,,,0
"Estonia",14,2236,"Kruuse","Male",1965,"Minister of Health and Labour","RE",83430,26,3,2014,26mar2014,,,,,0
"Estonia",14,3261,"Pekur","Male",1977,"Minister of Interior and Regional Affairs","RE",83430,26,3,2014,26mar2014,,,,,0
"Estonia",14,133,"Anvelt","Male",1969,"Minister of Justice","SDE",83410,26,3,2014,26mar2014,,,,,0
"Estonia",14,2265,"Kutt","Female",1961,"Minister of Social Portetion","RE",83430,26,3,2014,26mar2014,,,,,0
"Estonia",14,3596,"Roivas","Male",1979,"Prime Minister","RE",83430,26,3,2014,26mar2014,,,,,0
"Latvia",10,3909,"Slakteris","Male",1956,"Minister of Agriculture","TP",87610,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,1468,"Gorbunovs","Male",1942,"Minister of Communications","LC",87410,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,3305,"Petersone","Female",1954,"Minister of Culture","LC",87410,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,2229,"Kristovskis","Male",1962,"Minister of Defence","TB/LNNK",87223,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,1984,"Kalvitis","Male",1966,"Minister of Economics","TP",87610,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,1501,"Greiskalns","Male",1942,"Minister of Education and Science","TP",87610,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,2534,"Makarovs","Male",1957,"Minister of Environmental Protection & Regional Development","TB/LNNK",87223,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,372,"Berzins","Male",1959,"Minister of Finance","TP",87610,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,371,"Berzins","Male",1957,"Minister of Foreign Affairs","LC",87410,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,2229,"Kristovskis","Male",1962,"Minister of Interior","TB/LNNK",87223,1,10,2002,01oct2002,4,11,2002,04nov2002,0
"Latvia",10,3793,"Seglins","Male",1970,"Minister of Interior","TP",87610,5,5,2000,05may2000,30,9,2002,30sep2002,0
"Latvia",10,2284,"Labucka","Female",1963,"Minister of Justice","JP",87431,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,1849,"Jaksons","Male",1947,"Minister of Welfare","TB/LNNK",87223,22,5,2002,22may2002,4,11,2002,04nov2002,0
"Latvia",10,3418,"Pozarnovs","Male",1962,"Minister of Welfare","TB/LNNK",87223,5,5,2000,05may2000,2,5,2002,02may2002,0
"Latvia",10,4606,"Zile","Male",1958,"Minister-at-large for Cooperation with International Financial Institutions","TB/LNNK",87223,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,2234,"Krumins","Male",1955,"Minister-at-large for Issues of State Reform","JP",87431,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",10,370,"Berzins","Male",1951,"Prime Minister","LC",87410,5,5,2000,05may2000,4,11,2002,04nov2002,0
"Latvia",11,3914,"Slesers","Male",1970,"Deputy Prime Minister","LPP",87521,5,11,2002,05nov2002,26,1,2004,26jan2004,0
"Latvia",11,3634,"Roze","Male",1964,"Minister of Agriculture","ZZS",87110,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,4606,"Zile","Male",1958,"Minister of Communications","TB/LNNK",87223,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,3544,"Ribena","Female",1956,"Minister of Culture","JL",87423,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,2229,"Kristovskis","Male",1962,"Minister of Defence","TB/LNNK",87223,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,2463,"Lujans","Male",1971,"Minister of Economics","LPP",87521,5,11,2002,05nov2002,30,1,2004,30jan2004,0
"Latvia",11,3670,"Sadurkis","Male",1959,"Minister of Education and Science","JL",87423,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,4374,"Vejonis","Male",1966,"Minister of Environment","ZZS",87110,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,1046,"Dombrovskis","Male",1971,"Minister of Finance","JL",87423,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,1982,"Kalniete","Female",1952,"Minister of Foreign Affairs","IND",,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,756,"Circene","Female",1956,"Minister of Health Care","JL",87423,10,4,2003,10apr2003,8,3,2004,08mar2004,0
"Latvia",11,186,"Auders","Male",1962,"Minister of Health Care","JL",87423,5,11,2002,05nov2002,9,4,2003,09apr2003,0
"Latvia",11,1539,"Gulbis","Male",1971,"Minister of Interior","JL",87423,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,46,"Aksenoks","Male",1961,"Minister of Justice","JL",87423,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,1376,"Gaters","Male",1962,"Minister of Regional Development and Local Governments","JL",87423,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,3989,"Stake","Female",1951,"Minister of Welfare","ZZS",87110,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",11,297,"Bastiks","Male",1958,"Minister-at-large for Children and Family Affairs","LPP",87521,5,11,2002,05nov2002,30,1,2004,30jan2004,0
"Latvia",11,2870,"Muiznieks","Male",1964,"Minister-at-large for Society Integration","LPP",87521,5,11,2002,05nov2002,30,1,2004,30jan2004,0
"Latvia",11,3535,"Repse","Male",1961,"Prime Minister","JL",87423,5,11,2002,05nov2002,8,3,2004,08mar2004,0
"Latvia",12,3914,"Slesers","Male",1970,"Deputy Prime Minister","LPP",87521,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,3634,"Roze","Male",1964,"Minister of Agriculture","ZZS",87110,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,3914,"Slesers","Male",1970,"Minister of Communications","LPP",87521,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,975,"Demakova","Female",1959,"Minister of Culture","TP",87610,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,3909,"Slakteris","Male",1956,"Minister of Defence","TP",87610,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,2463,"Lujans","Male",1971,"Minister of Economics","LPP",87521,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,3470,"Radzevics","Male",1969,"Minister of Education and Science","LPP",87521,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,4374,"Vejonis","Male",1966,"Minister of Environment","ZZS",87110,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,3987,"Spurdzins","Male",1963,"Minister of Finance","TP",87610,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,3336,"Piks","Male",1941,"Minister of Foreign Affairs","TP",87610,9,3,2004,09mar2004,20,7,2004,20jul2004,0
"Latvia",12,3145,"Pabriks","Male",1966,"Minister of Foreign Affairs","TP",87610,21,7,2004,21jul2004,1,12,2004,01dec2004,0
"Latvia",12,2866,"Mucins","Male",1975,"Minister of Health Care","IND",,25,3,2004,25mar2004,1,12,2004,01dec2004,0
"Latvia",12,1885,"Jekabsons","Male",1959,"Minister of Interior","LPP",87521,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,2869,"Muizniece","Female",1956,"Minister of Justice","TP",87610,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,3469,"Radzevics","Male",1966,"Minister of Regional Development and Municipal Affairs","IND",,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,3989,"Stake","Female",1951,"Minister of Welfare","ZZS",87110,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,297,"Bastiks","Male",1958,"Minister-at-large for Children and Family Affairs","LPP",87521,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,2870,"Muiznieks","Male",1964,"Minister-at-large for Society Integration","LPP",87521,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",12,1144,"Emsis","Male",1952,"Prime Minister","ZZS",87110,9,3,2004,09mar2004,1,12,2004,01dec2004,0
"Latvia",13,3634,"Roze","Male",1964,"Minister of Agriculture","ZZS",87110,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,3914,"Slesers","Male",1970,"Minister of Communications","LPP",87521,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,975,"Demakova","Female",1959,"Minister of Culture","TP",87610,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,3535,"Repse","Male",1961,"Minister of Defence","JL",87423,2,12,2004,02dec2004,4,1,2006,04jan2006,0
"Latvia",13,2885,"Murniece","Female",1970,"Minister of Defence","JL",87423,5,1,2006,05jan2006,7,4,2006,07apr2006,0
"Latvia",13,2015,"Karins","Male",1964,"Minister of Economics","JL",87423,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,1077,"Druviete","Female",1958,"Minister of Education and Science","JL",87423,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,4374,"Vejonis","Male",1966,"Minister of Environment","ZZS",87110,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,3987,"Spurdzins","Male",1963,"Minister of Finance","TP",87610,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,3145,"Pabriks","Male",1966,"Minister of Foreign Affairs","TP",87610,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,372,"Berzins","Male",1959,"Minister of Health Care","TP",87610,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,1885,"Jekabsons","Male",1959,"Minister of Interior","LPP",87521,2,12,2004,02dec2004,21,10,2005,21oct2005,0
"Latvia",13,1877,"Jaundzeikars","Male",1956,"Minister of Interior","LPP",87521,3,11,2005,03nov2005,7,4,2006,07apr2006,0
"Latvia",13,9,"Aboltina","Female",1963,"Minister of Justice","JL",87423,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,2248,"Kucinskis","Male",1961,"Minister of Regional Development and Municipal Affairs","TP",87610,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,3989,"Stake","Female",1951,"Minister of Welfare","ZZS",87110,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,297,"Bastiks","Male",1958,"Minister-at-large for Children and Family Affairs","LPP",87521,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,3524,"Reirs","Male",1961,"Minister-at-large for E-government Matters","JL",87423,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,2333,"Latkovskis","Male",1967,"Minister-at-large for Society Integration","JL",87423,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",13,1984,"Kalvitis","Male",1966,"Prime Minister","TP",87610,2,12,2004,02dec2004,7,4,2006,07apr2006,0
"Latvia",14,3634,"Roze","Male",1964,"Minister of Agriculture","ZZS",87110,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,3299,"Peters","Male",1975,"Minister of Communications","LPP",87521,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,975,"Demakova","Female",1959,"Minister of Culture","TP",87610,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,3909,"Slakteris","Male",1956,"Minister of Defence","TP",87610,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,4026,"Stokenbergs","Male",1963,"Minister of Economics","TP",87610,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,3579,"Rivza","Female",1949,"Minister of Education and Science","ZZS",87110,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,4374,"Vejonis","Male",1966,"Minister of Environment","ZZS",87110,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,3987,"Spurdzins","Male",1963,"Minister of Finance","TP",87610,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,3145,"Pabriks","Male",1966,"Minister of Foreign Affairs","TP",87610,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,372,"Berzins","Male",1959,"Minister of Health Care","TP",87610,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,1877,"Jaundzeikars","Male",1956,"Minister of Interior","LPP",87521,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,1885,"Jekabsons","Male",1959,"Minister of Interior","LPP",87521,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,1512,"Grinvalds","Male",1973,"Minister of Justice","LPP",87521,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,2248,"Kucinskis","Male",1961,"Minister of Regional Development and Municipal Affairs","TP",87610,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,3989,"Stake","Female",1951,"Minister of Welfare","ZZS",87110,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,297,"Bastiks","Male",1958,"Minister-at-large for Children and Family Affairs","LPP",87521,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,1527,"Gudele","Female",1964,"Minister-at-large for E-government Matters","ZZS",87110,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,3305,"Petersone","Female",1954,"Minister-at-large for Society Integration","LC",87410,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",14,1984,"Kalvitis","Male",1966,"Prime Minister","TP",87610,8,4,2006,08apr2006,6,11,2006,06nov2006,0
"Latvia",15,3634,"Roze","Male",1964,"Minister of Agriculture","ZZS",87110,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,975,"Demakova","Female",1959,"Minister of Culture","TP",87610,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,3909,"Slakteris","Male",1956,"Minister of Defence","TP",87610,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,4052,"Strods","Male",1961,"Minister of Economics","TB/LNNK",87223,7,11,2006,07nov2006,17,9,2007,17sep2007,0
"Latvia",15,3579,"Rivza","Female",1949,"Minister of Education and Science","ZZS",87110,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,4374,"Vejonis","Male",1966,"Minister of Environment","ZZS",87110,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,3987,"Spurdzins","Male",1963,"Minister of Finance","TP",87610,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,3145,"Pabriks","Male",1966,"Minister of Foreign Affairs","TP",87610,7,11,2006,07nov2006,28,10,2007,28oct2007,0
"Latvia",15,3560,"Riekstins","Male",1963,"Minister of Foreign Affairs","TP",87610,8,11,2007,08nov2007,19,12,2007,19dec2007,0
"Latvia",15,372,"Berzins","Male",1959,"Minister of Health Care","TP",87610,7,11,2006,07nov2006,17,1,2007,17jan2007,0
"Latvia",15,4375,"Veldre","Male",1971,"Minister of Health Care","IND",,25,1,2007,25jan2007,19,12,2007,19dec2007,0
"Latvia",15,1449,"Godmanis","Male",1951,"Minister of Interior","LPP/LC",,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,373,"Berzins","Male",1970,"Minister of Justice","TB/LNNK",87223,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,4026,"Stokenbergs","Male",1963,"Minister of Regional Development and Municipal Affairs","TP",87610,7,11,2006,07nov2006,19,10,2007,19oct2007,0
"Latvia",15,4573,"Zalans","Male",1967,"Minister of Regional Development and Municipal Affairs","TP",87610,8,11,2007,08nov2007,19,12,2007,19dec2007,0
"Latvia",15,3914,"Slesers","Male",1970,"Minister of Transport & Communications","LPP/LC",,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,3451,"Purne","Female",1963,"Minister of Welfare","ZZS",87110,8,11,2007,08nov2007,19,12,2007,19dec2007,0
"Latvia",15,3989,"Stake","Female",1951,"Minister of Welfare","ZZS",87110,7,11,2006,07nov2006,7,11,2007,07nov2007,0
"Latvia",15,557,"Broks","Male",1960,"Minister-at-large for Administration of European Union Funds","TB/LNNK",87223,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,297,"Bastiks","Male",1958,"Minister-at-large for Children and Family Affairs","LPP/LC",,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,1527,"Gudele","Female",1964,"Minister-at-large for E-government Matters","ZZS",87110,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,2024,"Kastens","Male",1971,"Minister-at-large for Society Integration","LPP/LC",,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",15,1984,"Kalvitis","Male",1966,"Prime Minister","TP",87610,7,11,2006,07nov2006,19,12,2007,19dec2007,0
"Latvia",16,3634,"Roze","Male",1964,"Minister of Agriculture","ZZS",87110,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,975,"Demakova","Female",1959,"Minister of Culture","TP",87610,20,12,2007,20dec2007,3,2,2009,03feb2009,0
"Latvia",16,4375,"Veldre","Male",1971,"Minister of Defence","TP",87610,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,1407,"Gerhards","Male",1969,"Minister of Economics","TB/LNNK",87223,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,2140,"Koke","Female",1955,"Minister of Education and Science","ZZS",87110,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,4374,"Vejonis","Male",1966,"Minister of Environment","ZZS",87110,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,3909,"Slakteris","Male",1956,"Minister of Finance","TP",87610,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,3560,"Riekstins","Male",1963,"Minister of Foreign Affairs","TP",87610,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,1121,"Eglitis","Male",1959,"Minister of Health Care","TP",87610,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,3793,"Seglins","Male",1970,"Minister of Interior","TP",87610,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,373,"Berzins","Male",1970,"Minister of Justice","TB/LNNK",87223,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,4573,"Zalans","Male",1967,"Minister of Regional Development and Municipal Affairs","TP",87610,20,12,2007,20dec2007,11,3,2009,11mar2009,0
